"RACEID","YEAR","ROUND","CIRCUITID","NAME","DATE","TIME","URL","FP1_DATE","FP1_TIME","FP2_DATE","FP2_TIME","FP3_DATE","FP3_TIME","QUALI_DATE","QUALI_TIME","SPRINT_DATE","SPRINT_TIME","RESULTID","RACEID_2","DRIVERID","CONSTRUCTORID","NUMBER","GRID","POSITION","POSITIONTEXT","POSITIONORDER","POINTS","LAPS","TIME_2","MILLISECONDS","FASTESTLAP","RANK","FASTESTLAPTIME","FASTESTLAPSPEED","STATUSID","DRIVERID_2","DRIVERREF","NUMBER_2","CODE","FORENAME","SURNAME","DOB","NATIONALITY","URL_2"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26405","1127","830","9","1","1","1","1","1",25,"63","1:25:25.252","5125252","38","9","1:20.366",219.898,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26406","1127","846","1","4","2","2","2","2",18,"63","+0.725","5125977","54","6","1:19.994",220.921,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26407","1127","844","6","16","3","3","3","3",15,"63","+7.916","5133168","27","5","1:19.935",221.084,"1","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26408","1127","857","1","81","5","4","4","4",12,"63","+14.132","5139384","25","4","1:19.907",221.162,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26409","1127","832","6","55","4","5","5","5",10,"63","+22.325","5147577","63","7","1:20.220",220.299,"1","832","sainz","55","SAI","Carlos","Sainz","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr."
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26410","1127","1","131","44","8","6","6","6",8,"63","+35.104","5160356","43","8","1:20.331",219.994,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26411","1127","847","131","63","6","7","7","7",7,"63","+47.154","5172406","54","1","1:18.589",224.871,"1","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26412","1127","815","9","11","11","8","8","8",4,"63","+54.776","5180028","52","3","1:19.686",221.775,"1","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26413","1127","840","117","18","13","9","9","9",2,"63","+1:19.556","5204808","58","10","1:20.570",219.342,"1","840","stroll","18","STR","Lance","Stroll","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26414","1127","852","215","22","7","10","10","10",1,"62",,,"14","11","1:20.936",218.35,"11","852","tsunoda","22","TSU","Yuki","Tsunoda","2000-05-11","Japanese","http://en.wikipedia.org/wiki/Yuki_Tsunoda"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26415","1127","807","210","27","10","11","11","11",0,"62",,,"3","20","1:21.700",216.308,"11","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26416","1127","825","210","20","18","12","12","12",0,"62",,,"58","12","1:21.009",218.153,"11","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26417","1127","817","215","3","9","13","13","13",0,"62",,,"13","19","1:21.569",216.655,"11","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26418","1127","839","214","31","12","14","14","14",0,"62",,,"37","16","1:21.304",217.361,"11","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26419","1127","855","15","24","17","15","15","15",0,"62",,,"37","13","1:21.016",218.134,"11","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26420","1127","842","214","10","15","16","16","16",0,"62",,,"10","17","1:21.371",217.183,"11","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26421","1127","858","3","2","19","17","17","17",0,"62",,,"55","14","1:21.229",217.562,"11","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26422","1127","822","15","77","16","18","18","18",0,"62",,,"11","18","1:21.455",216.959,"11","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26423","1127","4","117","14","20","19","19","19",0,"62",,,"62","2","1:19.004",223.689,"11","4","alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso"
"1127","2024","7","21","Emilia Romagna Grand Prix","2024-05-19","13:00:00","https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix","2024-05-17","11:30:00","2024-05-17","15:00:00","2024-05-18","10:30:00","2024-05-18","14:00:00",,"NULL","26424","1127","848","3","23","14",,"R","20",0,"51",,,"48","15","1:21.274",217.442,"31","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26425","1128","844","6","16","1","1","1","1",25,"78","2:23:15.554","8595554",,"0",,,"1","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26426","1128","857","1","81","2","2","2","2",18,"78","+7.152","8602706",,"0",,,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26427","1128","832","6","55","3","3","3","3",15,"78","+7.585","8603139",,"0",,,"1","832","sainz","55","SAI","Carlos","Sainz","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr."
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26428","1128","846","1","4","4","4","4","4",12,"78","+8.650","8604204",,"0",,,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26429","1128","847","131","63","5","5","5","5",10,"78","+13.309","8608863",,"0",,,"1","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26430","1128","830","9","1","6","6","6","6",8,"78","+13.853","8609407",,"0",,,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26431","1128","1","131","44","7","7","7","7",7,"78","+14.908","8610462",,"0",,,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26432","1128","852","215","22","8","8","8","8",4,"77",,,,"0",,,"11","852","tsunoda","22","TSU","Yuki","Tsunoda","2000-05-11","Japanese","http://en.wikipedia.org/wiki/Yuki_Tsunoda"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26433","1128","848","3","23","9","9","9","9",2,"77",,,,"0",,,"11","848","albon","23","ALB","Alexander","Albon","1996-03-23","Thai","http://en.wikipedia.org/wiki/Alexander_Albon"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26434","1128","842","214","10","10","10","10","10",1,"77",,,,"0",,,"11","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26435","1128","4","117","14","14","11","11","11",0,"76",,,,"0",,,"12","4","alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26436","1128","817","215","3","12","12","12","12",0,"76",,,,"0",,,"12","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26437","1128","822","15","77","17","13","13","13",0,"76",,,,"0",,,"12","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26438","1128","840","117","18","13","14","14","14",0,"76",,,,"0",,,"12","840","stroll","18","STR","Lance","Stroll","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26439","1128","858","3","2","15","15","15","15",0,"76",,,,"0",,,"12","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26440","1128","855","15","24","18","16","16","16",0,"76",,,,"0",,,"12","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26444","1128","825","210","20","20",,"R","20",0,"0",,,,"0",,,"4","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26443","1128","807","210","27","19",,"R","19",0,"0",,,,"0",,,"4","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26441","1128","839","214","31","11",,"R","17",0,"0",,,,"0",,,"4","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1128","2024","8","6","Monaco Grand Prix","2024-05-26","13:00:00","https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix","2024-05-24","11:30:00","2024-05-24","15:00:00","2024-05-25","10:30:00","2024-05-25","14:00:00",,"NULL","26442","1128","815","9","11","16",,"R","18",0,"0",,,,"0",,,"4","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26445","1129","830","9","1","2","1","1","1",25,"70","1:45:47.927","6347927","70","4","1:15.569",207.751,"1","830","max_verstappen","33","VER","Max","Verstappen","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26446","1129","846","1","4","3","2","2","2",18,"70","+3.879","6351806","67","3","1:15.558",207.782,"1","846","norris","4","NOR","Lando","Norris","1999-11-13","British","http://en.wikipedia.org/wiki/Lando_Norris"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26447","1129","847","131","63","1","3","3","3",15,"70","+4.317","6352244","70","2","1:14.895",209.621,"1","847","russell","63","RUS","George","Russell","1998-02-15","British","http://en.wikipedia.org/wiki/George_Russell_(racing_driver)"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26448","1129","1","131","44","7","4","4","4",13,"70","+4.915","6352842","70","1","1:14.856",209.73,"1","1","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26449","1129","857","1","81","4","5","5","5",10,"70","+10.199","6358126","65","5","1:16.247",205.904,"1","857","piastri","81","PIA","Oscar","Piastri","2001-04-06","Australian","http://en.wikipedia.org/wiki/Oscar_Piastri"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26450","1129","4","117","14","6","6","6","6",8,"70","+17.510","6365437","70","6","1:16.303",205.753,"1","4","alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26451","1129","840","117","18","9","7","7","7",6,"70","+23.625","6371552","70","9","1:16.762",204.523,"1","840","stroll","18","STR","Lance","Stroll","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26452","1129","817","215","3","5","8","8","8",4,"70","+28.672","6376599","68","12","1:17.076",203.689,"1","817","ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26453","1129","842","214","10","15","9","9","9",2,"70","+30.021","6377948","70","11","1:17.013",203.856,"1","842","gasly","10","GAS","Pierre","Gasly","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26454","1129","839","214","31","18","10","10","10",1,"70","+30.313","6378240","70","10","1:17.012",203.859,"1","839","ocon","31","OCO","Esteban","Ocon","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26455","1129","807","210","27","17","11","11","11",0,"70","+30.824","6378751","67","8","1:16.683",204.733,"1","807","hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26456","1129","825","210","20","14","12","12","12",0,"70","+31.253","6379180","68","7","1:16.499",205.226,"1","825","kevin_magnussen","20","MAG","Kevin","Magnussen","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26457","1129","822","15","77","0","13","13","13",0,"70","+40.487","6388414","65","13","1:17.250",203.231,"1","822","bottas","77","BOT","Valtteri","Bottas","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26458","1129","852","215","22","8","14","14","14",0,"70","+52.694","6400621","70","14","1:17.309",203.075,"1","852","tsunoda","22","TSU","Yuki","Tsunoda","2000-05-11","Japanese","http://en.wikipedia.org/wiki/Yuki_Tsunoda"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26459","1129","855","15","24","0","15","15","15",0,"69",,,"68","15","1:17.325",203.033,"11","855","zhou","24","ZHO","Guanyu","Zhou","1999-05-30","Chinese","http://en.wikipedia.org/wiki/Zhou_Guanyu"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26462","1129","815","9","11","16",,"R","18",0,"51",,,"51","16","1:18.819",199.185,"3","815","perez","11","PER","Sergio","Pérez","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26463","1129","844","6","16","11",,"R","19",0,"40",,,"39","19","1:26.012",182.528,"5","844","leclerc","16","LEC","Charles","Leclerc","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc"
"1129","2024","9","7","Canadian Grand Prix","2024-06-09","18:00:00","https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix","2024-06-07","17:30:00","2024-06-07","21:00:00","2024-06-08","16:30:00","2024-06-08","20:00:00",,"NULL","26464","1129","858","3","2","13",,"R","20",0,"23",,,"19","20","1:26.484",181.531,"3","858","sargeant","2","SAR","Logan","Sargeant","2000-12-31","American","http://en.wikipedia.org/wiki/Logan_Sargeant"
