RACEID,YEAR,ROUND,CIRCUITID,NAME,DATE,TIME,URL,FP1_DATE,FP1_TIME,FP2_DATE,FP2_TIME,FP3_DATE,FP3_TIME,QUALI_DATE,QUALI_TIME,SPRINT_DATE,SPRINT_TIME,RESULTID,RACEID,DRIVERID,CONSTRUCTORID,NUMBER,GRID,POSITION,POSITIONTEXT,POSITIONORDER,POINTS,LAPS,TIME,MILLISECONDS,FASTESTLAP,RANK,FASTESTLAPTIME,FASTESTLAPSPEED,STATUSID,DRIVERID,DRIVERREF,NUMBER,CODE,FORENAME,SURNAME,DOB,NATIONALITY,URL
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,680,50,14,9,14,12,4,4,4,5.0,67,+20.297,7254876,56,11,1:30.086,182.345,1,14,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,681,50,21,4,3,10,5,5,5,4.0,67,+38.864,7273443,33,12,1:30.387,181.738,1,21,fisichella,,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,682,50,13,6,5,4,6,6,6,3.0,67,+49.042,7283621,32,7,1:29.588,183.359,1,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,683,50,9,2,10,9,7,7,7,2.0,67,+49.285,7283864,32,4,1:29.021,184.527,1,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,684,50,16,12,20,20,8,8,8,1.0,67,+1:00.129,7294708,54,18,1:31.891,178.763,1,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,685,50,24,5,18,14,9,9,9,0.0,67,+1:20.622,7315201,35,13,1:30.653,181.205,1,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,686,50,22,11,8,17,10,10,10,0.0,67,+1:28.342,7322921,57,15,1:31.060,180.395,1,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,687,50,18,11,7,6,11,11,11,0.0,66,,,58,19,1:31.951,178.647,22,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,688,50,29,12,21,22,12,12,12,0.0,66,,,33,20,1:32.130,178.300,11,29,yamamoto,,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,689,50,15,7,12,13,13,13,13,0.0,66,,,55,21,1:32.414,177.752,11,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,690,50,2,2,9,5,14,14,14,0.0,65,,,28,6,1:29.084,184.396,39,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,691,50,11,8,22,21,15,15,15,0.0,65,,,54,16,1:31.507,179.514,4,11,sato,,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,697,50,4,1,1,2,,R,21,0.0,41,,,25,2,1:28.511,185.590,3,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,696,50,17,9,15,7,,R,20,0.0,45,,,30,3,1:28.940,184.695,4,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,695,50,20,5,19,8,,R,19,0.0,46,,,31,5,1:29.057,184.452,4,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,694,50,3,3,16,16,,R,18,0.0,49,,,27,10,1:29.926,182.670,40,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,693,50,19,8,23,19,,R,17,0.0,54,,,27,17,1:31.803,178.935,37,19,davidson,,DAV,Anthony,Davidson,1979-04-18,British,http://en.wikipedia.org/wiki/Anthony_Davidson
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,692,50,23,7,11,15,,R,16,0.0,55,,,33,14,1:30.865,180.782,29,23,ralf_schumacher,,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00.000,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,,,,,,,,,,,698,50,25,3,17,18,,R,22,0.0,19,,,19,22,2:05.636,130.749,4,25,wurz,,WUR,Alexander,Wurz,1974-02-15,Austrian,http://en.wikipedia.org/wiki/Alexander_Wurz
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,699,51,8,6,6,2,1,1,1,10.0,56,1:37:58.395,5878395,52,3,1:38.285,199.660,1,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,700,51,4,1,1,4,2,2,2,8.0,56,+9.806,5888201,54,2,1:37.991,200.259,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,701,51,13,6,5,3,3,3,3,6.0,56,+12.891,5891286,56,1,1:37.454,201.362,1,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,702,51,20,5,19,17,4,4,4,5.0,56,+53.509,5931904,52,13,1:39.890,196.452,1,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,703,51,18,11,7,10,5,5,5,4.0,56,+1:08.666,5947061,39,5,1:38.913,198.392,1,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,704,51,24,5,18,11,6,6,6,3.0,56,+1:13.673,5952068,53,11,1:39.654,196.917,1,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,705,51,2,2,9,8,7,7,7,2.0,56,+1:14.224,5952619,55,7,1:39.325,197.569,1,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,706,51,14,9,14,5,8,8,8,1.0,56,+1:20.750,5959145,55,10,1:39.640,196.945,1,14,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,707,51,5,4,4,13,9,9,9,0.0,56,+1:21.186,5959581,52,8,1:39.331,197.557,1,5,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,708,51,17,9,15,7,10,10,10,0.0,56,+1:24.685,5963080,55,9,1:39.371,197.478,1,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,709,51,21,4,3,18,11,11,11,0.0,56,+1:26.683,5965078,39,4,1:38.900,198.418,1,21,fisichella,,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,710,51,25,3,17,19,12,12,12,0.0,55,,,54,12,1:39.743,196.741,11,25,wurz,,WUR,Alexander,Wurz,1974-02-15,Austrian,http://en.wikipedia.org/wiki/Alexander_Wurz
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,711,51,15,7,12,12,13,13,13,0.0,55,,,55,14,1:39.911,196.410,11,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,712,51,11,8,22,20,14,14,14,0.0,55,,,54,15,1:40.126,195.989,11,11,sato,,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,713,51,22,11,8,16,15,15,15,0.0,55,,,55,16,1:40.516,195.228,11,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,714,51,3,3,16,15,16,16,16,0.0,54,,,54,6,1:39.233,197.752,12,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,715,51,29,12,21,22,17,17,17,0.0,53,,,52,17,1:40.764,194.748,13,29,yamamoto,,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,716,51,9,2,10,9,,R,18,0.0,33,,,32,18,1:40.926,194.435,9,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,717,51,1,1,2,1,,R,19,0.0,30,,,22,19,1:43.131,190.278,20,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,718,51,23,7,11,6,,R,20,0.0,25,,,25,20,1:44.062,188.576,20,23,ralf_schumacher,,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,720,51,19,8,23,14,,R,22,0.0,11,,,9,22,1:51.765,175.579,23,19,davidson,,DAV,Anthony,Davidson,1979-04-18,British,http://en.wikipedia.org/wiki/Anthony_Davidson
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00.000,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,,,,,,,719,51,16,12,20,21,,R,21,0.0,24,,,22,21,1:47.603,182.370,3,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,721,52,8,6,6,3,1,1,1,10.0,71,1:28:15.270,5295270,66,1,1:12.445,214.126,1,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,722,52,13,6,5,1,2,2,2,8.0,71,+1.493,5296763,71,3,1:12.584,213.716,1,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,723,52,4,1,1,4,3,3,3,6.0,71,+57.019,5352289,59,6,1:13.150,212.062,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,724,52,3,3,16,10,4,4,4,5.0,71,+1:02.848,5358118,56,7,1:13.159,212.036,1,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,725,52,9,2,10,7,5,5,5,4.0,71,+1:10.957,5366227,61,4,1:12.686,213.416,1,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,726,52,2,2,9,6,6,6,6,3.0,71,+1:11.317,5366587,53,10,1:13.452,211.190,1,2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,727,52,1,1,2,2,7,7,7,2.0,70,,,58,2,1:12.506,213.946,11,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,728,52,15,7,12,8,8,8,8,1.0,70,,,68,8,1:13.361,211.452,11,15,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,729,52,14,9,14,9,9,9,9,0.0,70,,,22,13,1:14.195,209.076,11,14,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,730,52,6,3,17,19,10,10,10,0.0,70,,,69,5,1:13.116,212.161,11,6,nakajima,,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,731,52,23,7,11,15,11,11,11,0.0,70,,,65,9,1:13.368,211.432,11,23,ralf_schumacher,,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,732,52,11,8,22,18,12,12,12,0.0,69,,,39,19,1:14.914,207.069,12,11,sato,,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,733,52,24,5,18,14,13,13,13,0.0,69,,,56,11,1:13.643,210.643,12,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,734,52,19,8,23,20,14,14,14,0.0,68,,,64,14,1:14.329,208.699,13,19,davidson,,DAV,Anthony,Davidson,1979-04-18,British,http://en.wikipedia.org/wiki/Anthony_Davidson
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,735,52,16,12,20,21,,R,15,0.0,43,,,13,20,1:15.202,206.276,23,16,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,736,52,22,11,8,11,,R,16,0.0,40,,,32,17,1:14.742,207.545,5,22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,737,52,5,4,4,17,,R,17,0.0,35,,,31,18,1:14.891,207.133,3,5,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,738,52,20,5,19,13,,R,18,0.0,34,,,18,16,1:14.423,208.435,9,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,739,52,18,11,7,16,,R,19,0.0,20,,,20,12,1:14.039,209.516,5,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,740,52,17,9,15,5,,R,20,0.0,14,,,13,15,1:14.398,208.505,6,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,741,52,29,12,21,22,,R,21,0.0,2,,,2,21,1:50.404,140.505,4,29,yamamoto,,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto
52,2007,17,18,Brazilian Grand Prix,2007-10-21,16:00:00.000,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,,,,,,,,,,,742,52,21,4,3,12,,R,22,0.0,2,,,2,22,2:02.680,126.446,4,21,fisichella,,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,743,53,4,4,1,4,1,1,1,10.0,57,1:29:46.205,5386205,21,3,1:32.534,210.551,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,744,53,30,6,5,1,2,2,2,8.0,57,+1.246,5387451,38,2,1:32.523,210.576,1,30,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,745,53,8,1,3,22,3,3,3,6.0,57,+19.360,5405565,29,8,1:32.864,209.803,1,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,746,53,18,11,12,3,4,4,4,5.0,57,+19.992,5406197,39,5,1:32.729,210.109,1,18,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,747,53,31,1,4,5,5,5,5,4.0,57,+37.048,5423253,21,7,1:32.771,210.013,1,31,montoya,,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,748,53,17,3,9,7,6,6,6,3.0,57,+41.932,5428137,25,4,1:32.660,210.265,1,17,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,749,53,3,3,10,12,7,7,7,2.0,57,+1:03.043,5449248,42,1,1:32.408,210.838,1,3,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,750,53,32,9,15,8,8,8,8,1.0,57,+1:06.771,5452976,40,10,1:33.212,209.020,1,32,klien,,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,751,53,13,6,6,2,9,9,9,0.0,57,+1:09.907,5456112,28,6,1:32.739,210.086,1,13,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,752,53,14,9,14,13,10,10,10,0.0,57,+1:15.541,5461746,26,11,1:33.376,208.653,1,14,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00.000,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,,,,,,,753,53,24,5,20,15,11,11,11,0.0,57,+1:25.997,5472202,26,12,1:33.480,208.421,1,24,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
